Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/MedicationRequest-300C-2-medication-prescription-request1.json	1775	9	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-300C-2-medication-prescription-request2.json	1741	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	20	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-400C-prescription-cefuroxime-singleline.json	3217	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0
fsh-generated/resources/Organization-organization1.json	162	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
fsh-generated/resources/Organization-organization2.json	153	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0
fsh-generated/resources/Patient-patient1.json	364	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Patient-patient2.json	365	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner1.json	219	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner2.json	227	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-doctor1.json	478	8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-pharmacist1.json	461	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0
fsh-generated/resources/RequestOrchestration-100B-RequestOrchestration.json	612	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0
fsh-generated/resources/RequestOrchestration-300B-RequestOrchestration.json	490	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Dispensation.json	5850	11	0	15	0	0	0	0	0	38	0	0	0	0	0	1	0	0	0	0	60	565	0	1	0	2	0	0
fsh-generated/resources/StructureDefinition-Medication-eu-mpd.json	9174	11	0	99	0	0	0	0	0	21882	0	0	1	0	0	0	0	1	0	0	174	522	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-MedicationDispense-eu-mpd.json	2165	8	0	191	1	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	129	360	0	0	0	6	0	3
fsh-generated/resources/StructureDefinition-MedicationRequest-eu-mpd.json	6868	11	0	69	0	0	0	0	0	8782	0	0	0	0	0	0	0	2	0	0	282	627	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-MedicinalProduct.json	7921	11	0	19	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	64	122	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-Prescription.json	14024	13	0	23	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	108	159	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-Subject.json	3615	10	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	39	86	0	0	0	2	0	0
